2448,Annecorinne Verny,2021-05-08T23:05:13Z,9,140
2449,Marybelle Henrichsen,2021-06-17T10:02:48Z,10,53
2450,Moe Kender,2022-02-03T08:06:34Z,7,35
2451,Trudie Arboin,2021-10-12T02:10:35Z,6,76
2452,Rebbecca Bazely,2021-11-14T21:00:10Z,9,115
2453,Bevin Battlestone,2021-11-13T08:29:11Z,7,53
2454,Marielle Nasi,2022-02-02T00:11:54Z,10,34
2455,Orelie Gauvin,2022-01-29T13:52:35Z,3,40
2456,Meggie Dulwitch,2022-01-25T18:58:12Z,4,65
2457,Elia D'Enrico,2021-08-29T23:24:48Z,11,38
2458,Sharron Stammirs,2022-02-01T15:49:52Z,2,38
2459,Washington Schleswig-Holstein,2022-01-30T11:38:20Z,5,91
2460,Artemus Featherby,2021-02-26T22:38:18Z,4,128
2461,Lou Hurd,2021-10-14T19:06:01Z,5,96
2462,Tanhya Ort,2021-06-15T06:17:11Z,7,104
2463,Florella Haquin,2022-02-11T06:39:40Z,7,61
2464,Saundra Franzini,2021-12-29T01:42:44Z,5,51
2465,Redford Rilton,2021-04-13T22:51:46Z,10,75
2466,Thia Morican,2021-03-10T19:27:10Z,,104
2467,Perceval MacLice,2021-03-16T20:21:07Z,5,15
2468,Sidoney Ciobutaru,2021-03-08T09:28:55Z,7,123
2469,Ted Dungay,2021-08-09T20:13:21Z,4,95
2470,Brandea Sinott,2021-12-11T01:47:11Z,12,72
2471,Judy Chifney,2021-10-22T18:48:13Z,10,61
2472,Matthus Szymanzyk,2021-04-26T04:21:25Z,7,3
2473,Wilma Duplain,2021-02-21T08:24:12Z,5,87
2474,Xylia Furlow,2021-10-12T17:24:25Z,8,60
2475,Carver Kirman,2022-01-28T17:32:21Z,4,121
2476,Fayette Prati,2021-07-29T08:29:27Z,7,78
2477,Christalle Constantine,2021-10-04T21:24:21Z,7,161
2478,Ashley Dickey,2021-10-24T01:04:52Z,10,67
2479,Angelika Stock,2022-02-12T23:11:53Z,6,163
2480,Caril Bewsey,2022-01-22T05:56:43Z,1,73
2481,Lief Bridgeman,2021-05-25T00:35:53Z,12,25
2482,Barth Bere,2021-09-22T21:50:08Z,9,90
2483,Ludvig Norwood,2021-02-26T18:47:53Z,3,
2484,Dev Ingleson,2021-07-01T15:47:16Z,7,90
2485,Vinnie Andri,2021-10-31T08:53:54Z,4,51
2486,Cirstoforo Martinetto,2021-10-15T09:19:20Z,,84
2487,Rosabelle Sterzaker,2021-03-12T14:32:57Z,5,124
2488,Rodrique Fearnehough,2021-12-01T13:30:50Z,4,57
2489,Germana Bote,2021-05-30T17:02:38Z,4,48
2490,Rolf Tythacott,2021-04-16T15:32:45Z,5,76
2491,Floria Peniello,2021-12-24T08:38:29Z,4,81
2492,Belinda Savaage,2021-06-04T09:39:59Z,4,48
2493,Zachariah Comberbach,2021-10-01T16:14:13Z,5,150
2494,Lowell Woollin,2021-05-17T18:22:06Z,8,95
2495,Creight Rutter,2021-06-29T23:57:57Z,7,76
2496,Beltran Natte,2021-11-01T05:12:01Z,,67
2497,Colman Casale,2021-10-12T17:55:32Z,10,64
2498,Marlo Tott,2021-05-18T00:45:21Z,8,29
2499,Karita Kettlestringes,2021-06-19T03:14:14Z,7,99
2500,Harold Vogt,2021-11-07T02:48:42Z,2,96
2501,Ty Hofer,2021-05-30T05:43:46Z,8,
2502,Lyman Hadye,2021-09-01T23:27:38Z,5,52
2503,Lotti Crowthe,2021-10-01T13:04:21Z,12,71
2504,Gretna Lording,2021-10-10T22:22:17Z,6,80
2505,Marlow Antecki,2021-04-23T23:45:42Z,6,95
2506,Joan Rillett,2021-10-10T01:33:31Z,9,78
2507,Ulrick Nucciotti,2021-07-24T01:28:40Z,8,169
2508,Lucretia Northcote,2021-04-01T21:22:47Z,9,8
2509,Arty Giacobo,2022-02-08T12:27:07Z,6,62
2510,Libbi Dowtry,2021-07-05T04:55:10Z,6,41
2511,Jacky Oldred,2021-06-20T11:59:41Z,7,29
2512,Raine Mowett,2021-12-23T08:23:34Z,8,83
2513,Melonie Slocomb,2021-12-30T23:08:59Z,12,121
2514,Robers Swinden,2021-02-16T20:00:38Z,5,47
2515,Bone Serridge,2021-06-21T09:11:06Z,8,121
2516,Andee Tillot,2021-04-01T10:28:22Z,8,65
2517,Gay Philbin,2021-12-24T13:40:11Z,6,102
2518,Loralie Dundin,2021-10-19T20:10:46Z,8,68
2519,Tobi Lawton,2022-02-20T07:46:22Z,6,85
2520,Mandel Nayer,2021-12-18T22:55:26Z,2,121
2521,Toddy Gare,2021-12-05T18:00:50Z,5,25
2522,Jeremias Goudy,2021-10-01T08:16:32Z,7,36
2523,Lemar Aronsohn,2021-07-13T15:39:49Z,8,93
2524,Tanner Jopling,2021-10-16T05:41:59Z,10,53
2525,Bartolomeo Fetherstone,2021-02-07T09:03:49Z,5,65
2526,Elvina Bycraft,2021-09-29T20:34:33Z,7,74
2527,Letitia Bastin,2021-11-20T15:33:14Z,6,134
2528,Warner Astbury,2021-08-30T17:22:09Z,6,67
2529,Geri Pennings,2022-02-16T21:08:33Z,4,33
2530,Jerald Gilder,2022-01-15T02:33:31Z,4,74
2531,Wilt Di Francesco,2021-09-26T21:51:10Z,9,82
2532,Aldwin Hellmore,2021-09-27T11:12:00Z,10,49
2533,Corena Heritege,2021-05-08T01:43:42Z,4,31
2534,Malchy Pontain,2022-02-20T10:39:43Z,11,178
2535,Gasparo Ofen,2021-11-07T11:41:10Z,4,57
2536,Nikkie Whinray,2021-12-30T05:37:33Z,7,114
2537,Louisa Binion,2021-02-11T14:29:26Z,8,54
2538,Brook Tant,2021-09-27T12:50:01Z,10,113
2539,Cly Butt,2022-01-01T06:33:57Z,8,75
2540,Jena Iacomi,2021-05-04T19:49:00Z,9,37
2541,Pail Syne,2021-09-14T03:08:04Z,7,26
2542,Agneta Rae,2021-09-29T12:36:18Z,3,51
2543,Lanae Pedrozzi,2021-05-14T18:26:59Z,5,118
2544,Gipsy Cabrera,2021-12-17T11:47:44Z,12,138
2545,Philly Beecraft,2021-03-03T14:48:53Z,8,59
2546,Jimmie Jack,2021-02-04T07:50:18Z,4,64
2547,Lonee Hegden,2021-06-07T09:12:33Z,10,58
2548,Annecorinne Verny,2021-05-08T23:05:13Z,9,140
2549,Marybelle Henrichsen,2021-06-17T10:02:48Z,10,53
2550,Moe Kender,2022-02-03T08:06:34Z,7,35
2551,Trudie Arboin,2021-10-12T02:10:35Z,6,76
2552,Rebbecca Bazely,2021-11-14T21:00:10Z,9,115
2553,Bevin Battlestone,2021-11-13T08:29:11Z,7,53
2554,Marielle Nasi,2022-02-02T00:11:54Z,10,34
2555,Orelie Gauvin,2022-01-29T13:52:35Z,3,40
2556,Meggie Dulwitch,2022-01-25T18:58:12Z,4,65
2557,Elia D'Enrico,2021-08-29T23:24:48Z,11,38
2558,Sharron Stammirs,2022-02-01T15:49:52Z,2,38
2559,Washington Schleswig-Holstein,2022-01-30T11:38:20Z,5,91
2560,Artemus Featherby,2021-02-26T22:38:18Z,4,128
2561,Lou Hurd,2021-10-14T19:06:01Z,5,96
2562,Tanhya Ort,2021-06-15T06:17:11Z,7,104
2563,Florella Haquin,2022-02-11T06:39:40Z,7,61
2564,Saundra Franzini,2021-12-29T01:42:44Z,5,51
2565,Redford Rilton,2021-04-13T22:51:46Z,10,75
2566,Thia Morican,2021-03-10T19:27:10Z,,104
2567,Perceval MacLice,2021-03-16T20:21:07Z,5,15
2568,Sidoney Ciobutaru,2021-03-08T09:28:55Z,7,123
2569,Ted Dungay,2021-08-09T20:13:21Z,4,95
2570,Brandea Sinott,2021-12-11T01:47:11Z,12,72
2571,Judy Chifney,2021-10-22T18:48:13Z,10,61
2572,Matthus Szymanzyk,2021-04-26T04:21:25Z,7,3
2573,Wilma Duplain,2021-02-21T08:24:12Z,5,87
2574,Xylia Furlow,2021-10-12T17:24:25Z,8,60
2575,Carver Kirman,2022-01-28T17:32:21Z,4,121
2576,Fayette Prati,2021-07-29T08:29:27Z,7,78
2577,Christalle Constantine,2021-10-04T21:24:21Z,7,161
2578,Ashley Dickey,2021-10-24T01:04:52Z,10,67
2579,Angelika Stock,2022-02-12T23:11:53Z,6,163
2580,Caril Bewsey,2022-01-22T05:56:43Z,1,73
2581,Lief Bridgeman,2021-05-25T00:35:53Z,12,25
2582,Barth Bere,2021-09-22T21:50:08Z,9,90
2583,Ludvig Norwood,2021-02-26T18:47:53Z,3,
2584,Dev Ingleson,2021-07-01T15:47:16Z,7,90
2585,Vinnie Andri,2021-10-31T08:53:54Z,4,51
2586,Cirstoforo Martinetto,2021-10-15T09:19:20Z,,84
2587,Rosabelle Sterzaker,2021-03-12T14:32:57Z,5,124
2588,Rodrique Fearnehough,2021-12-01T13:30:50Z,4,57
2589,Germana Bote,2021-05-30T17:02:38Z,4,48
2590,Rolf Tythacott,2021-04-16T15:32:45Z,5,76
2591,Floria Peniello,2021-12-24T08:38:29Z,4,81
2592,Belinda Savaage,2021-06-04T09:39:59Z,4,48
2593,Zachariah Comberbach,2021-10-01T16:14:13Z,5,150
2594,Lowell Woollin,2021-05-17T18:22:06Z,8,95
2595,Creight Rutter,2021-06-29T23:57:57Z,7,76
2596,Beltran Natte,2021-11-01T05:12:01Z,,67
2597,Colman Casale,2021-10-12T17:55:32Z,10,64
2598,Marlo Tott,2021-05-18T00:45:21Z,8,29
2599,Karita Kettlestringes,2021-06-19T03:14:14Z,7,99
2600,Harold Vogt,2021-11-07T02:48:42Z,2,96
2601,Ty Hofer,2021-05-30T05:43:46Z,8,
2602,Lyman Hadye,2021-09-01T23:27:38Z,5,52
2603,Lotti Crowthe,2021-10-01T13:04:21Z,12,71
2604,Gretna Lording,2021-10-10T22:22:17Z,6,80
2605,Marlow Antecki,2021-04-23T23:45:42Z,6,95
2606,Joan Rillett,2021-10-10T01:33:31Z,9,78
2607,Ulrick Nucciotti,2021-07-24T01:28:40Z,8,169
2608,Lucretia Northcote,2021-04-01T21:22:47Z,9,8
2609,Arty Giacobo,2022-02-08T12:27:07Z,6,62
2610,Libbi Dowtry,2021-07-05T04:55:10Z,6,41
2611,Jacky Oldred,2021-06-20T11:59:41Z,7,29
2612,Raine Mowett,2021-12-23T08:23:34Z,8,83
2613,Melonie Slocomb,2021-12-30T23:08:59Z,12,121
2614,Robers Swinden,2021-02-16T20:00:38Z,5,47
2615,Bone Serridge,2021-06-21T09:11:06Z,8,121
2616,Andee Tillot,2021-04-01T10:28:22Z,8,65
2617,Gay Philbin,2021-12-24T13:40:11Z,6,102
2618,Loralie Dundin,2021-10-19T20:10:46Z,8,68
2619,Tobi Lawton,2022-02-20T07:46:22Z,6,85
2620,Mandel Nayer,2021-12-18T22:55:26Z,2,121
2621,Toddy Gare,2021-12-05T18:00:50Z,5,25
2622,Jeremias Goudy,2021-10-01T08:16:32Z,7,36
2623,Lemar Aronsohn,2021-07-13T15:39:49Z,8,93
2624,Tanner Jopling,2021-10-16T05:41:59Z,10,53
2625,Bartolomeo Fetherstone,2021-02-07T09:03:49Z,5,65
2626,Elvina Bycraft,2021-09-29T20:34:33Z,7,74
2627,Letitia Bastin,2021-11-20T15:33:14Z,6,134
2628,Warner Astbury,2021-08-30T17:22:09Z,6,67
2629,Geri Pennings,2022-02-16T21:08:33Z,4,33
2630,Jerald Gilder,2022-01-15T02:33:31Z,4,74
2631,Wilt Di Francesco,2021-09-26T21:51:10Z,9,82
2632,Aldwin Hellmore,2021-09-27T11:12:00Z,10,49
2633,Corena Heritege,2021-05-08T01:43:42Z,4,31
2634,Malchy Pontain,2022-02-20T10:39:43Z,11,178
2635,Gasparo Ofen,2021-11-07T11:41:10Z,4,57
2636,Nikkie Whinray,2021-12-30T05:37:33Z,7,114
2637,Louisa Binion,2021-02-11T14:29:26Z,8,54
2638,Brook Tant,2021-09-27T12:50:01Z,10,113
2639,Cly Butt,2022-01-01T06:33:57Z,8,75
2640,Jena Iacomi,2021-05-04T19:49:00Z,9,37
2641,Pail Syne,2021-09-14T03:08:04Z,7,26
2642,Agneta Rae,2021-09-29T12:36:18Z,3,51
2643,Lanae Pedrozzi,2021-05-14T18:26:59Z,5,118
2644,Gipsy Cabrera,2021-12-17T11:47:44Z,12,138
2645,Philly Beecraft,2021-03-03T14:48:53Z,8,59
2646,Jimmie Jack,2021-02-04T07:50:18Z,4,64
2647,Lonee Hegden,2021-06-07T09:12:33Z,10,58
2648,Annecorinne Verny,2021-05-08T23:05:13Z,9,140
2649,Marybelle Henrichsen,2021-06-17T10:02:48Z,10,53
2650,Moe Kender,2022-02-03T08:06:34Z,7,35
2651,Trudie Arboin,2021-10-12T02:10:35Z,6,76
2652,Rebbecca Bazely,2021-11-14T21:00:10Z,9,115
2653,Bevin Battlestone,2021-11-13T08:29:11Z,7,53
2654,Marielle Nasi,2022-02-02T00:11:54Z,10,34
2655,Orelie Gauvin,2022-01-29T13:52:35Z,3,40
2656,Meggie Dulwitch,2022-01-25T18:58:12Z,4,65
2657,Elia D'Enrico,2021-08-29T23:24:48Z,11,38
2658,Sharron Stammirs,2022-02-01T15:49:52Z,2,38
2659,Washington Schleswig-Holstein,2022-01-30T11:38:20Z,5,91
2660,Artemus Featherby,2021-02-26T22:38:18Z,4,128
2661,Lou Hurd,2021-10-14T19:06:01Z,5,96
2662,Tanhya Ort,2021-06-15T06:17:11Z,7,104
2663,Florella Haquin,2022-02-11T06:39:40Z,7,61
2664,Saundra Franzini,2021-12-29T01:42:44Z,5,51
2665,Redford Rilton,2021-04-13T22:51:46Z,10,75
2666,Thia Morican,2021-03-10T19:27:10Z,,104
2667,Perceval MacLice,2021-03-16T20:21:07Z,5,15
2668,Sidoney Ciobutaru,2021-03-08T09:28:55Z,7,123
2669,Ted Dungay,2021-08-09T20:13:21Z,4,95
2670,Brandea Sinott,2021-12-11T01:47:11Z,12,72
2671,Judy Chifney,2021-10-22T18:48:13Z,10,61
2672,Matthus Szymanzyk,2021-04-26T04:21:25Z,7,3
2673,Wilma Duplain,2021-02-21T08:24:12Z,5,87
2674,Xylia Furlow,2021-10-12T17:24:25Z,8,60
2675,Carver Kirman,2022-01-28T17:32:21Z,4,121
2676,Fayette Prati,2021-07-29T08:29:27Z,7,78
2677,Christalle Constantine,2021-10-04T21:24:21Z,7,161
2678,Ashley Dickey,2021-10-24T01:04:52Z,10,67
2679,Angelika Stock,2022-02-12T23:11:53Z,6,163
2680,Caril Bewsey,2022-01-22T05:56:43Z,1,73
2681,Lief Bridgeman,2021-05-25T00:35:53Z,12,25
2682,Barth Bere,2021-09-22T21:50:08Z,9,90
2683,Ludvig Norwood,2021-02-26T18:47:53Z,3,
2684,Dev Ingleson,2021-07-01T15:47:16Z,7,90
2685,Vinnie Andri,2021-10-31T08:53:54Z,4,51
2686,Cirstoforo Martinetto,2021-10-15T09:19:20Z,,84
2687,Rosabelle Sterzaker,2021-03-12T14:32:57Z,5,124
2688,Rodrique Fearnehough,2021-12-01T13:30:50Z,4,57
2689,Germana Bote,2021-05-30T17:02:38Z,4,48
2690,Rolf Tythacott,2021-04-16T15:32:45Z,5,76
2691,Floria Peniello,2021-12-24T08:38:29Z,4,81
2692,Belinda Savaage,2021-06-04T09:39:59Z,4,48
2693,Zachariah Comberbach,2021-10-01T16:14:13Z,5,150
2694,Lowell Woollin,2021-05-17T18:22:06Z,8,95
2695,Creight Rutter,2021-06-29T23:57:57Z,7,76
2696,Beltran Natte,2021-11-01T05:12:01Z,,67
2697,Colman Casale,2021-10-12T17:55:32Z,10,64
2698,Marlo Tott,2021-05-18T00:45:21Z,8,29
2699,Karita Kettlestringes,2021-06-19T03:14:14Z,7,99
2700,Harold Vogt,2021-11-07T02:48:42Z,2,96
2701,Ty Hofer,2021-05-30T05:43:46Z,8,
2702,Lyman Hadye,2021-09-01T23:27:38Z,5,52
2703,Lotti Crowthe,2021-10-01T13:04:21Z,12,71
2704,Gretna Lording,2021-10-10T22:22:17Z,6,80
2705,Marlow Antecki,2021-04-23T23:45:42Z,6,95
2706,Joan Rillett,2021-10-10T01:33:31Z,9,78
2707,Ulrick Nucciotti,2021-07-24T01:28:40Z,8,169
2708,Lucretia Northcote,2021-04-01T21:22:47Z,9,8
2709,Arty Giacobo,2022-02-08T12:27:07Z,6,62
2710,Libbi Dowtry,2021-07-05T04:55:10Z,6,41
2711,Jacky Oldred,2021-06-20T11:59:41Z,7,29
2712,Raine Mowett,2021-12-23T08:23:34Z,8,83
2713,Melonie Slocomb,2021-12-30T23:08:59Z,12,121
2714,Robers Swinden,2021-02-16T20:00:38Z,5,47
2715,Bone Serridge,2021-06-21T09:11:06Z,8,121
2716,Andee Tillot,2021-04-01T10:28:22Z,8,65
2717,Gay Philbin,2021-12-24T13:40:11Z,6,102
2718,Loralie Dundin,2021-10-19T20:10:46Z,8,68
2719,Tobi Lawton,2022-02-20T07:46:22Z,6,85
2720,Mandel Nayer,2021-12-18T22:55:26Z,2,121
2721,Toddy Gare,2021-12-05T18:00:50Z,5,25
2722,Jeremias Goudy,2021-10-01T08:16:32Z,7,36
2723,Lemar Aronsohn,2021-07-13T15:39:49Z,8,93
2724,Tanner Jopling,2021-10-16T05:41:59Z,10,53
2725,Bartolomeo Fetherstone,2021-02-07T09:03:49Z,5,65
2726,Elvina Bycraft,2021-09-29T20:34:33Z,7,74
2727,Letitia Bastin,2021-11-20T15:33:14Z,6,134
2728,Warner Astbury,2021-08-30T17:22:09Z,6,67
2729,Geri Pennings,2022-02-16T21:08:33Z,4,33
2730,Jerald Gilder,2022-01-15T02:33:31Z,4,74
2731,Wilt Di Francesco,2021-09-26T21:51:10Z,9,82
2732,Aldwin Hellmore,2021-09-27T11:12:00Z,10,49
2733,Corena Heritege,2021-05-08T01:43:42Z,4,31
2734,Malchy Pontain,2022-02-20T10:39:43Z,11,178
2735,Gasparo Ofen,2021-11-07T11:41:10Z,4,57
2736,Nikkie Whinray,2021-12-30T05:37:33Z,7,114
2737,Louisa Binion,2021-02-11T14:29:26Z,8,54
2738,Brook Tant,2021-09-27T12:50:01Z,10,113
2739,Cly Butt,2022-01-01T06:33:57Z,8,75
2740,Jena Iacomi,2021-05-04T19:49:00Z,9,37
2741,Pail Syne,2021-09-14T03:08:04Z,7,26
2742,Agneta Rae,2021-09-29T12:36:18Z,3,51
2743,Lanae Pedrozzi,2021-05-14T18:26:59Z,5,118
2744,Gipsy Cabrera,2021-12-17T11:47:44Z,12,138
2745,Philly Beecraft,2021-03-03T14:48:53Z,8,59
2746,Jimmie Jack,2021-02-04T07:50:18Z,4,64
2747,Lonee Hegden,2021-06-07T09:12:33Z,10,58
2748,Annecorinne Verny,2021-05-08T23:05:13Z,9,140
2749,Marybelle Henrichsen,2021-06-17T10:02:48Z,10,53
2750,Moe Kender,2022-02-03T08:06:34Z,7,35
2751,Trudie Arboin,2021-10-12T02:10:35Z,6,76
2752,Rebbecca Bazely,2021-11-14T21:00:10Z,9,115
2753,Bevin Battlestone,2021-11-13T08:29:11Z,7,53
2754,Marielle Nasi,2022-02-02T00:11:54Z,10,34
2755,Orelie Gauvin,2022-01-29T13:52:35Z,3,40
2756,Meggie Dulwitch,2022-01-25T18:58:12Z,4,65
2757,Elia D'Enrico,2021-08-29T23:24:48Z,11,38
2758,Sharron Stammirs,2022-02-01T15:49:52Z,2,38
2759,Washington Schleswig-Holstein,2022-01-30T11:38:20Z,5,91
2760,Artemus Featherby,2021-02-26T22:38:18Z,4,128
2761,Lou Hurd,2021-10-14T19:06:01Z,5,96
2762,Tanhya Ort,2021-06-15T06:17:11Z,7,104
2763,Florella Haquin,2022-02-11T06:39:40Z,7,61
2764,Saundra Franzini,2021-12-29T01:42:44Z,5,51
2765,Redford Rilton,2021-04-13T22:51:46Z,10,75
2766,Thia Morican,2021-03-10T19:27:10Z,,104
2767,Perceval MacLice,2021-03-16T20:21:07Z,5,15
2768,Sidoney Ciobutaru,2021-03-08T09:28:55Z,7,123
2769,Ted Dungay,2021-08-09T20:13:21Z,4,95
2770,Brandea Sinott,2021-12-11T01:47:11Z,12,72
2771,Judy Chifney,2021-10-22T18:48:13Z,10,61
2772,Matthus Szymanzyk,2021-04-26T04:21:25Z,7,3
2773,Wilma Duplain,2021-02-21T08:24:12Z,5,87
2774,Xylia Furlow,2021-10-12T17:24:25Z,8,60
2775,Carver Kirman,2022-01-28T17:32:21Z,4,121
2776,Fayette Prati,2021-07-29T08:29:27Z,7,78
2777,Christalle Constantine,2021-10-04T21:24:21Z,7,161
2778,Ashley Dickey,2021-10-24T01:04:52Z,10,67
2779,Angelika Stock,2022-02-12T23:11:53Z,6,163
2780,Caril Bewsey,2022-01-22T05:56:43Z,1,73
2781,Lief Bridgeman,2021-05-25T00:35:53Z,12,25
2782,Barth Bere,2021-09-22T21:50:08Z,9,90
2783,Ludvig Norwood,2021-02-26T18:47:53Z,3,
2784,Dev Ingleson,2021-07-01T15:47:16Z,7,90
2785,Vinnie Andri,2021-10-31T08:53:54Z,4,51
2786,Cirstoforo Martinetto,2021-10-15T09:19:20Z,,84
2787,Rosabelle Sterzaker,2021-03-12T14:32:57Z,5,124
2788,Rodrique Fearnehough,2021-12-01T13:30:50Z,4,57
2789,Germana Bote,2021-05-30T17:02:38Z,4,48
2790,Rolf Tythacott,2021-04-16T15:32:45Z,5,76
2791,Floria Peniello,2021-12-24T08:38:29Z,4,81
2792,Belinda Savaage,2021-06-04T09:39:59Z,4,48
2793,Zachariah Comberbach,2021-10-01T16:14:13Z,5,150
2794,Lowell Woollin,2021-05-17T18:22:06Z,8,95
2795,Creight Rutter,2021-06-29T23:57:57Z,7,76
2796,Beltran Natte,2021-11-01T05:12:01Z,,67
2797,Colman Casale,2021-10-12T17:55:32Z,10,64
2798,Marlo Tott,2021-05-18T00:45:21Z,8,29
2799,Karita Kettlestringes,2021-06-19T03:14:14Z,7,99
2800,Harold Vogt,2021-11-07T02:48:42Z,2,96
2801,Ty Hofer,2021-05-30T05:43:46Z,8,
2802,Lyman Hadye,2021-09-01T23:27:38Z,5,52
2803,Lotti Crowthe,2021-10-01T13:04:21Z,12,71
2804,Gretna Lording,2021-10-10T22:22:17Z,6,80
2805,Marlow Antecki,2021-04-23T23:45:42Z,6,95
2806,Joan Rillett,2021-10-10T01:33:31Z,9,78
2807,Ulrick Nucciotti,2021-07-24T01:28:40Z,8,169
2808,Lucretia Northcote,2021-04-01T21:22:47Z,9,8
2809,Arty Giacobo,2022-02-08T12:27:07Z,6,62
2810,Libbi Dowtry,2021-07-05T04:55:10Z,6,41
2811,Jacky Oldred,2021-06-20T11:59:41Z,7,29
2812,Raine Mowett,2021-12-23T08:23:34Z,8,83
2813,Melonie Slocomb,2021-12-30T23:08:59Z,12,121
2814,Robers Swinden,2021-02-16T20:00:38Z,5,47
2815,Bone Serridge,2021-06-21T09:11:06Z,8,121
2816,Andee Tillot,2021-04-01T10:28:22Z,8,65
2817,Gay Philbin,2021-12-24T13:40:11Z,6,102
2818,Loralie Dundin,2021-10-19T20:10:46Z,8,68
2819,Tobi Lawton,2022-02-20T07:46:22Z,6,85
2820,Mandel Nayer,2021-12-18T22:55:26Z,2,121
2821,Toddy Gare,2021-12-05T18:00:50Z,5,25
2822,Jeremias Goudy,2021-10-01T08:16:32Z,7,36
2823,Lemar Aronsohn,2021-07-13T15:39:49Z,8,93
2824,Tanner Jopling,2021-10-16T05:41:59Z,10,53
2825,Bartolomeo Fetherstone,2021-02-07T09:03:49Z,5,65
2826,Elvina Bycraft,2021-09-29T20:34:33Z,7,74
2827,Letitia Bastin,2021-11-20T15:33:14Z,6,134
2828,Warner Astbury,2021-08-30T17:22:09Z,6,67
2829,Geri Pennings,2022-02-16T21:08:33Z,4,33
2830,Jerald Gilder,2022-01-15T02:33:31Z,4,74
2831,Wilt Di Francesco,2021-09-26T21:51:10Z,9,82
2832,Aldwin Hellmore,2021-09-27T11:12:00Z,10,49
2833,Corena Heritege,2021-05-08T01:43:42Z,4,31
2834,Malchy Pontain,2022-02-20T10:39:43Z,11,178
2835,Gasparo Ofen,2021-11-07T11:41:10Z,4,57
2836,Nikkie Whinray,2021-12-30T05:37:33Z,7,114
2837,Louisa Binion,2021-02-11T14:29:26Z,8,54
2838,Brook Tant,2021-09-27T12:50:01Z,10,113
2839,Cly Butt,2022-01-01T06:33:57Z,8,75
2840,Jena Iacomi,2021-05-04T19:49:00Z,9,37
2841,Pail Syne,2021-09-14T03:08:04Z,7,26
2842,Agneta Rae,2021-09-29T12:36:18Z,3,51
2843,Lanae Pedrozzi,2021-05-14T18:26:59Z,5,118
2844,Gipsy Cabrera,2021-12-17T11:47:44Z,12,138
2845,Philly Beecraft,2021-03-03T14:48:53Z,8,59
2846,Jimmie Jack,2021-02-04T07:50:18Z,4,64
2847,Lonee Hegden,2021-06-07T09:12:33Z,10,58
2848,Annecorinne Verny,2021-05-08T23:05:13Z,9,140
2849,Marybelle Henrichsen,2021-06-17T10:02:48Z,10,53
2850,Moe Kender,2022-02-03T08:06:34Z,7,35
2851,Trudie Arboin,2021-10-12T02:10:35Z,6,76
2852,Rebbecca Bazely,2021-11-14T21:00:10Z,9,115
2853,Bevin Battlestone,2021-11-13T08:29:11Z,7,53
2854,Marielle Nasi,2022-02-02T00:11:54Z,10,34
2855,Orelie Gauvin,2022-01-29T13:52:35Z,3,40
2856,Meggie Dulwitch,2022-01-25T18:58:12Z,4,65
2857,Elia D'Enrico,2021-08-29T23:24:48Z,11,38
2858,Sharron Stammirs,2022-02-01T15:49:52Z,2,38
2859,Washington Schleswig-Holstein,2022-01-30T11:38:20Z,5,91
2860,Artemus Featherby,2021-02-26T22:38:18Z,4,128
2861,Lou Hurd,2021-10-14T19:06:01Z,5,96
2862,Tanhya Ort,2021-06-15T06:17:11Z,7,104
2863,Florella Haquin,2022-02-11T06:39:40Z,7,61
2864,Saundra Franzini,2021-12-29T01:42:44Z,5,51
2865,Redford Rilton,2021-04-13T22:51:46Z,10,75
2866,Thia Morican,2021-03-10T19:27:10Z,,104
2867,Perceval MacLice,2021-03-16T20:21:07Z,5,15
2868,Sidoney Ciobutaru,2021-03-08T09:28:55Z,7,123
2869,Ted Dungay,2021-08-09T20:13:21Z,4,95
2870,Brandea Sinott,2021-12-11T01:47:11Z,12,72
2871,Judy Chifney,2021-10-22T18:48:13Z,10,61
2872,Matthus Szymanzyk,2021-04-26T04:21:25Z,7,3
2873,Wilma Duplain,2021-02-21T08:24:12Z,5,87
2874,Xylia Furlow,2021-10-12T17:24:25Z,8,60
2875,Carver Kirman,2022-01-28T17:32:21Z,4,121
2876,Fayette Prati,2021-07-29T08:29:27Z,7,78
2877,Christalle Constantine,2021-10-04T21:24:21Z,7,161
2878,Ashley Dickey,2021-10-24T01:04:52Z,10,67
2879,Angelika Stock,2022-02-12T23:11:53Z,6,163
2880,Caril Bewsey,2022-01-22T05:56:43Z,1,73
2881,Lief Bridgeman,2021-05-25T00:35:53Z,12,25
2882,Barth Bere,2021-09-22T21:50:08Z,9,90
2883,Ludvig Norwood,2021-02-26T18:47:53Z,3,
2884,Dev Ingleson,2021-07-01T15:47:16Z,7,90
2885,Vinnie Andri,2021-10-31T08:53:54Z,4,51
2886,Cirstoforo Martinetto,2021-10-15T09:19:20Z,,84
2887,Rosabelle Sterzaker,2021-03-12T14:32:57Z,5,124
2888,Rodrique Fearnehough,2021-12-01T13:30:50Z,4,57
2889,Germana Bote,2021-05-30T17:02:38Z,4,48
2890,Rolf Tythacott,2021-04-16T15:32:45Z,5,76
2891,Floria Peniello,2021-12-24T08:38:29Z,4,81
2892,Belinda Savaage,2021-06-04T09:39:59Z,4,48
2893,Zachariah Comberbach,2021-10-01T16:14:13Z,5,150
2894,Lowell Woollin,2021-05-17T18:22:06Z,8,95
2895,Creight Rutter,2021-06-29T23:57:57Z,7,76
